container_id,receptacle_model_id,assignment_date,last_updated_date,group_name,address,city,state,zip,neighborhood,Number of Cans,dpw_division,council_district,ward,fire_zone,x,y
1,74,2017-09-14T13:24:40,2021-11-15T02:17:20,1st Division,122 E North Ave,Pittsburgh,Pennsylvania,15212,Central Northside,1,1,1,22,1-6,-80.00401762,40.45607267
3,74,2017-09-14T13:24:40,2021-11-12T02:29:21,1st Division,1300 Federal St,Pittsburgh,Pennsylvania,15212,Central Northside,1,1,1,22,1-6,-80.00687163,40.45662511
4,74,2017-09-14T13:24:40,2021-11-15T02:19:24,1st Division,110 Federal St,Pittsburgh,Pennsylvania,15212,Allegheny Center,1,1,1,22,1-6,-80.00625,40.45452
5,74,2017-09-19T12:22:45,2021-11-15T08:05:23,1st Division,490 E North Ave,Pittsburgh,Pennsylvania,15212,Central Northside,1,1,1,22,1-6,-80.00208255,40.45644352
6,74,2017-09-19T12:22:46,2021-11-15T13:05:22,1st Division,1501 Brighton Rd,Pittsburgh,Pennsylvania,15212,California-Kirkbride,1,1,6,25,1-21,-80.01575801,40.45702497
7,74,2017-09-19T12:22:46,2021-11-15T02:19:27,1st Division,3113 Brighton Rd,Pittsburgh,Pennsylvania,15212,Marshall-Shadeland,1,1,1,27,1-14,-80.02904,40.47382
8,74,2017-09-19T12:22:46,2021-11-15T02:05:26,1st Division,1729 Brighton Rd,Pittsburgh,Pennsylvania,15212,California-Kirkbride,1,1,6,25,1-21,-80.016706,40.459364
9,74,2017-09-19T12:22:46,2021-11-15T02:22:24,1st Division,710 W North Ave,Pittsburgh,Pennsylvania,15212,Allegheny Center,1,1,1,22,1-21,-80.01409467,40.4539686
10,74,2017-09-19T12:22:46,2021-11-15T02:19:28,1st Division,919 Fulton St,Pittsburgh,Pennsylvania,15233,Manchester,1,1,6,21,1-8,-80.0239315,40.45166308
11,74,2017-09-19T12:22:46,2021-11-14T02:15:27,1st Division,3900 Perrysville Ave,Pittsburgh,Pennsylvania,15214,Perry North,1,1,1,26,1-15,-80.01844,40.48941
12,74,2017-09-19T12:22:46,2021-11-15T02:08:17,1st Division,2515 Preble Ave,Pittsburgh,Pennsylvania,15233,Marshall-Shadeland,1,1,1,27,1-14,-80.03675,40.46314
13,74,2017-09-19T12:22:46,2021-11-14T13:01:24,1st Division,3876 Perrysville Ave,Pittsburgh,Pennsylvania,15214,Perry North,1,1,1,26,1-15,-80.01830412,40.48929458
15,74,2017-09-19T12:22:46,2021-11-15T02:29:23,1st Division,2344 Perrysville Ave,Pittsburgh,Pennsylvania,15214,Perry South,1,1,6,26,1-12,-80.00985725,40.46755881
16,74,2017-09-19T12:22:46,2021-11-15T02:08:48,1st Division,308 Catoma Street,Pittsburgh,Pennsylvania,15212,Fineview,1,1,6,25,1-10,-80.00420064,40.46053854
17,74,2017-09-19T12:22:46,2021-11-15T02:06:26,1st Division,1438 Columbus Ave,Pittsburgh,Pennsylvania,15233,Manchester,1,1,6,21,1-8,-80.02884,40.45738
18,74,2017-09-19T12:22:46,2021-11-15T02:04:29,1st Division,2639 Perrysville Ave,Pittsburgh,Pennsylvania,15214,Perry South,1,1,6,26,1-23,-80.00994486,40.47174057
19,74,2017-09-19T12:22:47,2021-11-15T02:13:23,1st Division,910 Galveston Ave,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,1,22,1-7,-80.01660954,40.4523624
20,74,2017-09-19T12:22:47,2021-11-14T02:23:24,1st Division,3957 Perrysville Ave,Pittsburgh,Pennsylvania,15214,Perry North,1,1,1,26,1-15,-80.01977679,40.4909868
21,74,2017-09-19T12:22:47,2021-11-15T02:30:17,1st Division,2909 Perrysville Ave,Pittsburgh,Pennsylvania,15214,Perry North,1,1,1,26,1-23,-80.01160545,40.47516151
22,74,2017-09-19T12:22:47,2021-11-15T02:17:26,1st Division,3472 Perrysville Ave,Pittsburgh,Pennsylvania,15214,Perry North,1,1,1,26,1-15,-80.01348486,40.48421285
23,74,2017-09-19T12:22:47,2021-11-15T02:17:17,1st Division,1305 Allegheny Ave,Pittsburgh,Pennsylvania,15233,Manchester,1,1,6,21,1-8,-80.01994,40.45429
24,74,2017-09-19T12:22:47,2021-11-15T02:08:22,1st Division,1414 Brighton Rd,Pittsburgh,Pennsylvania,15212,Central Northside,1,1,6,25,1-21,-80.01546,40.45676
25,74,2017-09-19T12:22:47,2021-11-12T13:22:22,1st Division,1211 Troy Hill Rd,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,1,24,1-5,-79.98943988,40.45755571
26,74,2017-09-19T12:22:47,2021-11-15T02:22:24,1st Division,2320 California Ave,Pittsburgh,Pennsylvania,15233,Marshall-Shadeland,1,1,6,21,1-9,-80.03105677,40.4621584
27,74,2017-09-19T12:22:47,2021-11-15T02:29:33,1st Division,610 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-6,-79.99862145,40.45393704
28,74,2017-09-19T12:22:47,2021-11-15T10:05:20,1st Division,320 E North Ave,Pittsburgh,Pennsylvania,15212,Allegheny Center,1,1,1,22,1-6,-80.00298,40.45612
29,74,2017-09-19T12:22:47,2021-11-15T02:24:23,1st Division,3461 Perrysville Ave,Pittsburgh,Pennsylvania,15214,Perry North,1,1,1,26,1-15,-80.01329,40.48383
30,74,2017-09-19T12:22:47,2021-11-12T13:07:23,1st Division,3607 Brighton Rd,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.03426,40.48179
31,74,2017-09-19T12:22:47,2021-11-15T11:15:26,1st Division,1814 Homer St,Pittsburgh,Pennsylvania,15212,Spring Hill-City View,1,1,1,24,1-24,-79.991222,40.465255
32,74,2017-09-19T12:22:47,2021-11-15T02:23:18,1st Division,1819 Manhattan St,Pittsburgh,Pennsylvania,15233,Manchester,1,1,6,21,1-8,-80.02782829,40.45853148
33,74,2017-09-19T12:22:47,2021-11-15T09:21:21,1st Division,3159 Shadeland Ave,Pittsburgh,Pennsylvania,15212,Marshall-Shadeland,1,1,1,27,1-14,-80.03200221,40.47488079
34,74,2017-09-19T12:22:47,2021-11-15T02:01:17,1st Division,862 Spring Garden Ave,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-5,-79.99548343,40.45769103
35,74,2017-09-19T12:22:47,2021-11-15T02:15:24,1st Division,1483 Benton Ave,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.04044388,40.4844099
36,74,2017-09-19T12:22:47,2021-11-15T13:31:21,1st Division,1800 Meadville St,Pittsburgh,Pennsylvania,15214,Fineview,1,1,1,25,1-10,-80.00553206,40.46200898
37,74,2017-09-19T12:22:47,2021-11-15T02:14:17,1st Division,208 Jacksonia Street,Pittsburgh,Pennsylvania,15212,Central Northside,1,1,6,25,1-21,-80.00962178,40.45793057
38,74,2017-09-19T12:22:47,2021-11-07T12:03:23,1st Division,1108 Federal St,Pittsburgh,Pennsylvania,15212,Central Northside,1,1,1,22,1-6,-80.00665306,40.45588226
39,74,2017-09-19T12:22:47,2021-11-15T10:05:20,1st Division,1201 Woods Run Avenue,Pittsburgh,Pennsylvania,15212,Marshall-Shadeland,1,1,1,27,1-14,-80.03038624,40.47636429
40,74,2017-09-19T12:22:47,2021-11-12T13:08:23,1st Division,416 W North Ave,Pittsburgh,Pennsylvania,15212,Central Northside,1,1,1,22,1-21,-80.01146138,40.45462503
41,74,2017-09-19T12:22:47,2021-11-15T02:25:25,1st Division,623 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-6,-79.99814805,40.4538645
42,74,2017-09-19T12:22:47,2021-11-15T02:18:20,1st Division,6 W North Ave,Pittsburgh,Pennsylvania,15212,Allegheny Center,1,1,1,22,1-21,-80.00690988,40.45531316
43,74,2017-09-19T12:22:48,2021-11-15T02:20:19,1st Division,2919 California Ave,Pittsburgh,Pennsylvania,15212,Marshall-Shadeland,1,1,1,27,1-14,-80.03630773,40.47076996
44,74,2017-09-19T12:22:48,2021-11-15T02:26:24,1st Division,2101 Perrysville Ave,Pittsburgh,Pennsylvania,15214,Perry South,1,1,6,25,1-10,-80.01213758,40.46377353
45,74,2017-09-19T12:22:48,2021-11-15T02:14:27,1st Division,3934 Brighton Rd,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.03811,40.48721
46,74,2017-09-19T12:22:48,2021-11-15T13:23:26,1st Division,1200 Spring Garden Ave,Pittsburgh,Pennsylvania,15212,Spring Garden,1,1,1,24,1-5,-79.9915477,40.46016318
47,74,2017-09-19T12:22:48,2021-11-15T02:27:16,1st Division,924 Spring Garden Ave,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-5,-79.99456497,40.45810862
48,74,2017-09-19T12:22:48,2021-11-15T02:28:19,1st Division,1709 Lowrie St,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,1,24,1-2,-79.98226,40.46409
50,74,2017-09-19T12:22:48,2021-11-15T09:21:24,1st Division,1442 Lowrie St,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,1,24,1-2,-79.98507309,40.46125804
51,74,2017-09-19T12:22:48,2021-11-15T02:12:23,1st Division,3302 Fleming Ave,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.03763581,40.47537435
52,74,2017-09-19T12:22:48,2021-11-15T02:19:30,1st Division,2441 Perrysville Ave,Pittsburgh,Pennsylvania,15214,Perry South,1,1,6,26,1-12,-80.00952306,40.46880532
53,74,2017-09-19T12:22:48,2021-11-13T02:16:34,1st Division,1034 Peralta Street,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,1,23,1-5,-79.99160852,40.45652112
54,74,2017-09-19T12:22:48,2021-11-15T02:28:19,1st Division,1918 Lowrie St,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,1,24,1-2,-79.98086558,40.46625873
55,74,2017-09-19T12:22:48,2021-11-15T02:04:25,1st Division,2625 Shadeland Ave,Pittsburgh,Pennsylvania,15212,Marshall-Shadeland,1,1,1,27,1-14,-80.03017453,40.46911638
56,74,2017-09-19T12:22:48,2021-11-15T02:04:19,1st Division,3400 Shadeland Ave,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.03335239,40.47715614
57,74,2017-09-19T12:22:48,2021-11-15T02:23:23,1st Division,1800 Lowrie St,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,1,24,1-2,-79.98197,40.46467
58,74,2017-09-19T12:22:48,2021-11-15T02:31:23,1st Division,East Street,Pittsburgh,Pennsylvania,15214,Perry North,1,1,1,26,1-15,-80.00995,40.48626
59,74,2017-09-19T12:22:48,2021-11-15T02:15:23,1st Division,620 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-6,-79.99840786,40.4539445
60,74,2017-09-19T12:22:48,2021-11-15T02:26:23,1st Division,600 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-6,-79.99902274,40.45385506
62,74,2017-09-19T12:22:48,2021-11-15T02:25:20,1st Division,1440 Spring Garden Ave,Pittsburgh,Pennsylvania,15212,Spring Garden,1,1,1,24,1-24,-79.986772,40.462838
63,74,2017-09-19T12:22:48,2021-11-15T02:18:23,1st Division,3572 Brighton Rd,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.03281454,40.48101198
64,74,2017-09-19T12:22:48,2021-11-15T02:22:18,1st Division,848 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-5,-79.99532499,40.45459974
65,74,2017-09-19T12:22:48,2021-11-15T02:25:25,1st Division,3152 Brighton Rd,Pittsburgh,Pennsylvania,15212,Marshall-Shadeland,1,1,1,27,1-14,-80.02989303,40.4751136
66,74,2017-09-19T12:22:48,2021-11-15T02:25:17,1st Division,3141 Brighton Rd,Pittsburgh,Pennsylvania,15212,Marshall-Shadeland,1,1,1,27,1-14,-80.02980672,40.47484042
67,74,2017-09-19T12:22:49,2021-11-15T06:05:26,1st Division,3878 Brighton Rd,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.03658,40.48629
68,74,2017-09-19T12:22:49,2021-11-14T12:28:36,1st Division,3801 Brighton Rd,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.03603,40.48451
69,74,2017-09-19T12:22:49,2021-11-14T13:10:24,1st Division,1351 Damas Street,Pittsburgh,Pennsylvania,15212,Spring Hill-City View,1,1,1,24,1-11,-79.98967,40.4654
70,74,2017-09-19T12:22:49,2021-11-15T02:16:22,1st Division,2703 Brighton Rd,Pittsburgh,Pennsylvania,15212,Marshall-Shadeland,1,1,1,27,1-14,-80.02571592,40.47001158
71,74,2017-09-19T12:22:49,2021-11-15T02:20:22,1st Division,705 Brighton Rd,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,1,22,1-7,-80.01359392,40.4507338
73,74,2017-09-19T12:22:49,2021-11-15T02:30:21,1st Division,632 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-6,-79.99784197,40.45405152
74,74,2017-09-19T12:22:49,2021-11-15T02:12:23,1st Division,1620 Spring Garden Ave,Pittsburgh,Pennsylvania,15212,Spring Garden,1,1,1,26,1-11,-79.98535325,40.46644398
75,74,2017-09-19T12:22:49,2021-11-15T02:09:25,1st Division,863 Peralta Street,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-5,-79.99490475,40.45576316
76,74,2017-09-19T12:22:49,2021-11-15T02:27:33,1st Division,2403 Perrysville Ave,Pittsburgh,Pennsylvania,15214,Perry South,1,1,6,26,1-12,-80.00998385,40.46766993
77,74,2017-09-19T12:22:49,2021-11-15T02:04:29,1st Division,1246 Brighton Rd,Pittsburgh,Pennsylvania,15233,Central Northside,1,1,1,22,1-21,-80.015151,40.455852
78,74,2017-09-19T12:22:49,2021-11-14T13:12:21,1st Division,2723 Brighton Rd,Pittsburgh,Pennsylvania,15212,Marshall-Shadeland,1,1,1,27,1-14,-80.02596616,40.47079648
79,74,2017-09-19T12:22:49,2021-11-12T14:10:27,1st Division,514 Cedar Ave,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-20,-80.00143125,40.4526456
80,74,2017-09-19T12:22:49,2021-10-21T13:09:26,1st Division,1300 Federal St,Pittsburgh,Pennsylvania,15212,Central Northside,1,1,1,22,1-6,-80.00693724,40.45672884
81,74,2017-09-19T12:22:49,2021-11-15T02:05:20,1st Division,500 Cedar Avenue,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-20,-80.00127,40.45211
82,74,2017-09-19T12:22:49,2021-11-15T02:15:22,1st Division,2117 Lowrie St,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,1,24,1-2,-79.97854,40.46926
83,74,2017-09-19T12:22:49,2021-11-15T02:20:17,1st Division,401 W Commons St,Pittsburgh,Pennsylvania,15212,Allegheny Center,1,1,1,22,1-6,-80.00720844,40.45056798
85,74,2017-09-19T12:22:49,2021-11-15T02:26:35,1st Division,402 Catoma Street,Pittsburgh,Pennsylvania,15212,Fineview,1,1,6,25,1-10,-80.00398461,40.46058128
86,74,2017-09-19T12:22:49,2021-11-15T02:24:26,1st Division,1619 Manhattan St,Pittsburgh,Pennsylvania,15233,Manchester,1,1,6,21,1-8,-80.02717312,40.45676285
87,74,2017-09-19T12:22:49,2021-11-15T02:20:21,1st Division,2515 Preble Ave,Pittsburgh,Pennsylvania,15233,Marshall-Shadeland,1,1,1,27,1-14,-80.03568,40.46292
88,74,2017-09-19T12:22:49,2021-11-15T13:12:24,1st Division,4000 Brighton Rd,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.0410521,40.48761211
89,74,2017-09-19T12:22:49,2021-11-15T02:05:36,1st Division,3414 East Street,Pittsburgh,Pennsylvania,15214,Northview Heights,1,1,1,26,1-15,-80.0059,40.48232
90,74,2017-09-19T12:22:49,2021-11-11T13:25:28,1st Division,3244 Brighton Rd,Pittsburgh,Pennsylvania,15212,Marshall-Shadeland,1,1,1,27,1-14,-80.03161787,40.47639992
91,74,2017-09-19T12:22:49,2021-11-12T13:22:20,1st Division,3202 Brighton Rd,Pittsburgh,Pennsylvania,15212,Marshall-Shadeland,1,1,1,27,1-14,-80.03073553,40.47563156
92,74,2017-09-19T12:22:50,2021-11-15T02:17:17,1st Division,1525 Beaver Ave,Pittsburgh,Pennsylvania,15233,Chateau,1,1,6,21,1-8,-80.02981663,40.45549731
93,74,2017-09-19T12:22:50,2021-10-21T13:07:27,1st Division,3243 Brighton Rd,Pittsburgh,Pennsylvania,15212,Marshall-Shadeland,1,1,1,27,1-14,-80.0317893,40.47642722
94,74,2017-09-19T12:22:50,2021-11-15T12:05:22,1st Division,632 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-6,-79.99809336,40.45401323
95,74,2017-09-19T12:22:50,2021-11-15T02:23:19,1st Division,1845 Ley St,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,1,24,1-2,-79.981788,40.465942
96,74,2017-09-19T12:22:50,2021-11-15T02:22:21,1st Division,1320 Troy Hill Rd,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,1,24,1-2,-79.98577,40.45967
97,74,2017-09-19T12:22:50,2021-11-15T03:00:27,1st Division,1413 Troy Hill Rd,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,1,24,1-2,-79.98580613,40.45987165
99,74,2017-09-19T12:22:50,2021-11-15T13:04:23,1st Division,1612 Lowrie St,Pittsburgh,Pennsylvania,15212,Troy Hill,1,1,1,24,1-2,-79.98314,40.46307
100,74,2017-09-19T12:22:50,2021-11-15T02:10:24,1st Division,862 Western Ave,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,1,22,1-7,-80.01630793,40.45206211
101,74,2017-09-19T12:22:50,2021-11-15T02:13:21,1st Division,857 Western Ave,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,1,22,1-7,-80.01619774,40.4519991
102,74,2017-09-19T12:22:50,2021-11-15T02:24:22,1st Division,900 Western Ave,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,1,22,1-7,-80.01669,40.45191
103,74,2017-09-19T12:22:50,2021-11-15T02:13:21,1st Division,818 Western Ave,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,1,22,1-7,-80.01482,40.45233
105,74,2017-09-19T12:22:50,2021-11-15T02:06:26,1st Division,540 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-6,-79.99926793,40.45381161
107,74,2017-09-19T12:22:50,2021-11-15T02:26:25,1st Division,528 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-6,-79.99955012,40.45375282
108,74,2017-09-19T12:22:50,2021-11-15T02:00:30,3rd Division,902 Fifth Avenue,Pittsburgh,Pennsylvania,15219,Bluff,1,6,6,1,2-4,-79.99160511,40.4387796
109,74,2017-09-19T12:22:50,2021-11-15T02:15:23,3rd Division,1208 Fifth Avenue,Pittsburgh,Pennsylvania,15219,Bluff,1,3,6,1,2-4,-79.98850448,40.43864755
110,74,2017-09-19T12:22:50,2021-11-15T03:45:13,3rd Division,1000 Fifth Avenue,Pittsburgh,Pennsylvania,15219,Bluff,1,3,6,1,2-4,-79.99081945,40.43873336
112,74,2017-09-19T12:22:50,2021-11-15T08:05:27,1st Division,537 Suismon Street,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-6,-79.99988,40.45527
115,74,2017-09-19T12:22:50,2021-11-15T02:18:18,1st Division,624 Cedar Ave,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-6,-80.00154951,40.45318982
116,74,2017-09-19T12:22:50,2021-11-15T15:05:17,1st Division,3573 Shadeland Ave,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.03476832,40.4814657
119,74,2017-09-19T12:22:51,2021-10-25T13:30:45,1st Division,613 E Ohio St,Pittsburgh,Pennsylvania,15212,East Allegheny,1,1,1,23,1-6,-79.99870555,40.45380933
121,74,2017-09-19T12:22:51,2021-11-15T13:29:26,2nd Division,5201 Penn Avenue,Pittsburgh,Pennsylvania,15224,Garfield,1,2,9,10,3-23,-79.93994734,40.46466717
122,74,2017-09-19T12:22:51,2021-11-15T03:01:26,4th Division,2940 Arlington Ave,Pittsburgh,Pennsylvania,15210,Arlington,1,3,3,16,4-22,-79.96573423,40.41728661
123,74,2017-09-19T12:22:51,2021-11-15T03:23:25,3rd Division,130 Saline Street,Pittsburgh,Pennsylvania,15207,Greenfield,1,3,5,15,2-12,-79.95213408,40.42508516
125,74,2017-09-19T12:22:51,2021-11-15T03:19:24,2nd Division,6325 Penn Avenue,Pittsburgh,Pennsylvania,15206,East Liberty,1,2,9,11,3-13,-79.92009464,40.45943808
126,74,2017-09-19T12:22:51,2021-11-15T03:18:19,2nd Division,1820 Morningside Avenue,Pittsburgh,Pennsylvania,15206,Morningside,1,2,7,10,3-7,-79.92649903,40.48693982
127,74,2017-09-19T12:22:51,2021-11-15T03:10:24,4th Division,405 Saint Joseph Street,Pittsburgh,Pennsylvania,15210,Mt. Oliver,1,3,3,16,4-8,-79.98170389,40.41351025
128,74,2017-09-19T12:22:51,2021-11-15T15:05:29,4th Division,2635 Brownsville Rd,Pittsburgh,Pennsylvania,15227,Carrick,1,3,4,29,4-23,-79.97785175,40.3845801
129,74,2017-09-19T12:22:51,2021-11-15T03:46:28,2nd Division,6101 Penn Avenue,Pittsburgh,Pennsylvania,15206,East Liberty,1,2,9,11,3-8,-79.92355116,40.46104289
130,74,2017-09-19T12:22:51,2021-11-15T03:06:24,3rd Division,517 Greenfield Ave,Pittsburgh,Pennsylvania,15207,Greenfield,1,3,5,15,2-12,-79.94181287,40.42576919
132,74,2017-09-19T12:22:51,2021-11-15T04:20:38,3rd Division,4041 Boulevard Drive,Pittsburgh,Pennsylvania,15217,Greenfield,1,3,5,15,2-15,-79.93797049,40.42666017
133,74,2017-09-19T12:22:51,2021-11-15T03:05:37,2nd Division,6135 Penn Avenue,Pittsburgh,Pennsylvania,15206,East Liberty,1,2,9,11,3-8,-79.92302705,40.46084456
134,74,2017-09-19T12:22:51,2021-11-15T08:05:23,2nd Division,6244 Penn Avenue,Pittsburgh,Pennsylvania,15206,East Liberty,1,2,9,11,3-10,-79.92194757,40.460524
136,74,2017-09-19T12:22:51,2021-11-15T03:18:25,5th Division,1616 Broadway Ave,Pittsburgh,Pennsylvania,15216,Beechview,1,5,4,19,4-28,-80.0247874,40.41001816
137,74,2017-09-19T12:22:51,2021-11-15T09:05:17,2nd Division,7103 Reynolds Street,Pittsburgh,Pennsylvania,15208,Point Breeze,1,3,9,14,3-14,-79.9054631,40.44712748
138,74,2017-09-19T12:22:51,2021-11-15T03:21:26,1st Division,1304 Fifth Avenue,Pittsburgh,Pennsylvania,15219,Central Business District,1,6,6,3,2-4,-79.98795084,40.43873634
139,74,2017-09-19T12:22:51,2021-11-15T03:18:23,2nd Division,6024 Penn Avenue,Pittsburgh,Pennsylvania,15206,East Liberty,1,2,9,11,3-8,-79.92381376,40.46113262
141,74,2017-09-19T12:22:52,2021-11-15T13:20:27,3rd Division,1402 Fifth Avenue,Pittsburgh,Pennsylvania,15219,Bluff,1,3,6,1,2-4,-79.98637,40.43857
143,74,2017-09-19T12:22:52,2021-11-15T13:24:36,5th Division,1616 Broadway Ave,Pittsburgh,Pennsylvania,15216,Beechview,1,5,4,19,4-28,-80.02479895,40.41017426
145,74,2017-09-19T12:22:52,2021-11-15T03:24:30,2nd Division,6361 Penn Avenue,Pittsburgh,Pennsylvania,15206,Shadyside,1,2,8,7,3-13,-79.91881369,40.45834289
146,74,2017-09-19T12:22:52,2021-11-15T14:05:20,2nd Division,5231 Centre Ave,Pittsburgh,Pennsylvania,15224,Bloomfield,1,2,7,8,3-1,-79.94032478,40.45546486
147,74,2017-09-19T12:22:52,2021-11-12T13:31:25,4th Division,620 Brookline Blvd,Pittsburgh,Pennsylvania,15226,Brookline,1,5,4,19,4-26,-80.02182698,40.39492614
148,74,2017-09-19T12:22:52,2021-11-15T14:05:23,2nd Division,5300 Penn Avenue,Pittsburgh,Pennsylvania,15224,Garfield,1,2,9,10,3-23,-79.93847949,40.46464053
149,74,2017-09-19T12:22:52,2021-11-11T13:12:26,2nd Division,221 South Highland Avenue,Pittsburgh,Pennsylvania,15206,Shadyside,1,2,8,7,3-11,-79.92505,40.4583
150,74,2017-09-19T12:22:52,2021-11-15T16:05:22,2nd Division,216 South Highland Avenue,Pittsburgh,Pennsylvania,15206,Shadyside,1,2,8,7,3-11,-79.92517,40.4584
151,74,2019-04-09T12:54:15,2021-11-15T01:55:29,2nd Division,232 South Highland Avenue,Pittsburgh,Pennsylvania,15206,Shadyside,1,2,8,7,3-11,-79.92520752,40.45788012
152,74,2017-09-19T12:22:52,2021-11-15T16:05:21,4th Division,542 Brookline Blvd,Pittsburgh,Pennsylvania,15226,Brookline,1,5,4,19,4-26,-80.02245688,40.39539958
153,74,2017-09-19T12:22:52,2021-11-15T03:00:20,3rd Division,3360 Fifth Avenue,Pittsburgh,Pennsylvania,15213,South Oakland,1,3,6,4,2-14,-79.96211496,40.43902629
156,74,2017-09-19T12:22:52,2021-11-15T09:20:31,1st Division,1276 Benton Ave,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.03543152,40.48464566
157,74,2017-09-19T12:22:52,2021-11-10T13:41:26,2nd Division,238 Spahr Street,Pittsburgh,Pennsylvania,15232,Shadyside,1,2,8,7,3-11,-79.92748774,40.45794636
158,74,2017-09-19T12:22:52,2021-11-11T14:10:23,2nd Division,1210 Mellon Street,Pittsburgh,Pennsylvania,15206,Highland Park,1,2,7,11,3-9,-79.92165095,40.47656681
159,74,2017-09-19T12:22:52,2021-11-13T09:10:31,2nd Division,5800 Bryant Street,Pittsburgh,Pennsylvania,15206,Highland Park,1,2,7,11,3-9,-79.92063577,40.47599149
160,74,2017-09-19T12:22:52,2021-11-15T13:18:24,2nd Division,1741 Chislett Street,Pittsburgh,Pennsylvania,15206,Morningside,1,2,7,10,3-7,-79.92599709,40.48535011
161,74,2017-09-19T12:22:52,2021-11-15T02:15:35,1st Division,910 Fifth Avenue,Pittsburgh,Pennsylvania,15219,Central Business District,1,6,6,3,2-4,-79.9911995,40.43888656
163,74,2017-09-19T12:22:52,2021-11-15T02:11:22,1st Division,3518 Brighton Rd,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.03116,40.47961
164,74,2017-09-19T12:22:52,2021-11-15T02:30:28,3rd Division,1046 Fifth Avenue,Pittsburgh,Pennsylvania,15219,Bluff,1,3,6,1,2-4,-79.98931219,40.43868112
166,74,2017-09-20T15:03:18,2021-11-15T03:05:18,4th Division,2305 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,1,3,3,16,4-24,-79.97284157,40.42838906
167,74,2017-09-20T15:03:18,2021-11-15T13:20:29,4th Division,164 S 18th St,Pittsburgh,Pennsylvania,15203,South Side Slopes,1,3,3,17,4-24,-79.98096586,40.42510206
168,74,2018-02-06T15:18:08,2021-11-15T02:05:22,1st Division,3507 California Ave,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.04057085,40.47812996
169,74,2017-09-20T15:03:18,2021-11-15T02:01:20,4th Division,635 E Warrington Ave,Pittsburgh,Pennsylvania,15210,Allentown,1,5,3,18,4-21,-79.99598672,40.42171869
170,74,2017-09-20T15:03:18,2021-11-15T13:00:24,4th Division,2100 East Carson Street,Pittsburgh,Pennsylvania,15203,South Side Flats,1,3,3,16,4-24,-79.97609377,40.42858331
