container_id,receptacle_model_id,assignment_date,last_updated_date,group_name,address,city,state,zip,neighborhood,Number of Cans,dpw_division,council_district,ward,fire_zone,x,y
322,74,2017-09-22T15:33:42,2021-11-15T07:00:20,2nd Division,6235 Penn Avenue,Pittsburgh,Pennsylvania,15206,East Liberty,1,2,9,8,3-8,-79.92396402,40.46105829
324,74,2017-09-22T15:33:42,2021-11-15T03:09:25,2nd Division,5883 Ellsworth Avenue,Pittsburgh,Pennsylvania,15206,Shadyside,1,2,8,7,3-11,-79.92815,40.45793
325,74,2017-09-22T15:33:42,2021-11-15T03:01:36,2nd Division,5890 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,1,2,8,7,3-11,-79.92789136,40.45794831
327,74,2017-09-22T15:33:42,2021-11-15T02:22:17,1st Division,3625 California Ave,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.04144347,40.48094435
328,74,2017-09-26T12:36:24,2021-11-15T03:01:18,5th Division,1197 West Carson Street,Pittsburgh,Pennsylvania,15219,South Shore,1,5,2,19,4-2,-80.01710711,40.43987283
329,74,2017-09-26T12:36:25,2021-11-15T02:13:50,5th Division,113 Merrimac Street,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-1,-80.0130609,40.43517314
330,74,2017-09-26T12:36:25,2021-11-15T02:07:24,5th Division,720 Sherwood Ave,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.05655538,40.4550128
331,74,2017-09-26T12:36:25,2021-11-15T02:17:23,5th Division,1437 E Steuben St,Pittsburgh,Pennsylvania,15205,Crafton Heights,1,5,2,28,1-17,-80.052891,40.443015
332,74,2017-09-26T12:36:25,2021-11-15T02:03:22,5th Division,1338 Chartiers Ave,Pittsburgh,Pennsylvania,15220,Elliott,1,5,2,20,1-17,-80.044382,40.448886
333,74,2017-09-26T12:36:25,2021-11-15T02:22:15,5th Division,3131 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.06218039,40.45339523
334,74,2017-09-26T12:36:25,2021-11-15T02:06:28,5th Division,2827 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.05480887,40.45334168
335,74,2017-09-26T12:36:25,2021-11-15T02:27:23,5th Division,1607 Broadway Ave,Pittsburgh,Pennsylvania,15216,Beechview,1,5,4,19,4-28,-80.02456487,40.41027109
336,74,2017-09-26T12:36:25,2021-11-15T02:02:22,5th Division,2601 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Crafton Heights,1,5,2,20,1-16,-80.05055468,40.45134893
337,74,2017-09-26T12:36:25,2021-11-15T02:23:31,5th Division,2625 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Crafton Heights,1,5,2,20,1-16,-80.05280538,40.45211616
338,74,2017-09-26T12:36:25,2021-11-14T02:17:35,5th Division,2269 Noblestown Road,Pittsburgh,Pennsylvania,15205,Westwood,1,5,2,28,1-18,-80.05375,40.42817
339,74,2017-09-26T12:36:25,2021-11-15T10:05:21,5th Division,1942 Broadway Ave,Pittsburgh,Pennsylvania,15216,Beechview,1,5,2,20,4-28,-80.02837601,40.40652623
340,74,2017-09-26T12:36:25,2021-11-15T02:12:26,5th Division,1621 Broadway Ave,Pittsburgh,Pennsylvania,15216,Beechview,1,5,4,19,4-28,-80.0244955,40.40963668
341,74,2017-09-26T12:36:25,2021-11-15T03:23:21,3rd Division,4028 Beechwood Boulevard,Pittsburgh,Pennsylvania,15217,Greenfield,1,3,5,15,2-15,-79.93771,40.42686
342,74,2017-09-26T12:36:25,2021-11-15T03:02:24,2nd Division,1805 Morningside Avenue,Pittsburgh,Pennsylvania,15206,Morningside,1,2,7,10,3-7,-79.92717,40.48644
343,74,2017-09-26T12:36:25,2021-11-15T03:44:53,5th Division,1001 Chartiers Ave,Pittsburgh,Pennsylvania,15220,Elliott,1,5,2,20,1-17,-80.04076355,40.44400757
344,74,2017-09-26T12:36:25,2021-11-15T03:42:22,3rd Division,3616 Louisa Street,Pittsburgh,Pennsylvania,15213,Central Oakland,1,3,3,4,2-14,-79.95593426,40.43961382
345,74,2017-09-26T12:36:26,2021-11-15T03:20:23,5th Division,930 Chartiers Ave,Pittsburgh,Pennsylvania,15220,Elliott,1,5,2,20,1-17,-80.0406,40.44387
346,74,2017-11-03T14:14:09,2021-11-15T02:15:34,5th Division,111 Grandview Avenue,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.00693974,40.43164846
347,74,2017-09-26T12:36:26,2021-11-15T02:03:24,5th Division,2102 Broadway Ave,Pittsburgh,Pennsylvania,15216,Beechview,1,5,4,19,4-28,-80.03000816,40.40537749
348,74,2017-09-26T12:36:26,2021-11-15T07:05:19,5th Division,1553 Broadway Ave,Pittsburgh,Pennsylvania,15216,Beechview,1,5,4,19,4-28,-80.02457,40.41102
349,74,2017-09-26T12:36:26,2021-11-15T02:03:22,5th Division,122 Shiloh Street,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.00711654,40.43117719
350,74,2017-09-26T12:36:26,2021-11-15T02:27:24,5th Division,218 Shiloh Street,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.00746385,40.43028436
351,74,2017-09-26T12:36:26,2021-11-15T02:15:17,5th Division,167 Wabash St,Pittsburgh,Pennsylvania,15220,West End,1,5,2,20,1-17,-80.03368,40.43583
352,74,2017-09-26T12:36:26,2021-11-15T10:05:19,5th Division,3045 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.05957749,40.45389068
353,74,2017-09-26T12:36:26,2021-11-15T02:09:23,5th Division,1461 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Crafton Heights,1,5,2,20,1-16,-80.047493,40.450804
354,74,2017-09-26T12:36:26,2021-11-15T11:20:28,5th Division,301 Virginia Ave,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.01070738,40.43113387
355,74,2017-09-26T12:36:26,2021-11-15T02:11:19,5th Division,162 Steuben St,Pittsburgh,Pennsylvania,15220,Elliott,1,5,2,20,1-17,-80.03553571,40.44170353
356,74,2017-09-26T12:36:26,2021-11-15T02:19:34,5th Division,1461 E Steuben St,Pittsburgh,Pennsylvania,15205,Crafton Heights,1,5,2,28,1-17,-80.053822,40.443502
357,74,2017-09-26T12:36:26,2021-11-15T02:16:20,5th Division,3860 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Windgap,1,5,2,28,1-16,-80.07712916,40.45886175
358,74,2017-09-26T12:36:26,2021-11-15T02:05:28,5th Division,725 Sherwood Ave,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.056769,40.455
359,74,2017-09-26T12:36:26,2021-11-15T02:31:22,5th Division,122 Shiloh Street,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.00740398,40.4308605
360,74,2017-09-26T12:36:26,2021-11-15T13:24:25,5th Division,123 Steuben St,Pittsburgh,Pennsylvania,15220,West End,1,5,2,20,1-17,-80.033105,40.44246
361,74,2017-09-26T12:36:26,2021-11-15T02:03:23,5th Division,5 Grandview Avenue,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.00652365,40.43154931
362,74,2017-09-26T12:36:26,2021-11-15T02:23:30,5th Division,1427 Chartiers Ave,Pittsburgh,Pennsylvania,15220,Crafton Heights,1,5,2,20,1-16,-80.045597,40.450461
363,74,2017-09-26T12:36:26,2021-11-15T02:29:24,5th Division,913 Chartiers Ave,Pittsburgh,Pennsylvania,15220,Elliott,1,5,2,20,1-17,-80.0401321,40.44345766
364,74,2017-09-26T12:36:26,2021-11-15T02:07:18,5th Division,3018 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.0589914,40.45437628
365,74,2017-09-26T12:36:26,2021-11-15T03:10:25,3rd Division,331 South Bouquet Street,Pittsburgh,Pennsylvania,15213,Central Oakland,1,3,3,4,2-14,-79.95348177,40.44037161
367,74,2017-09-26T12:36:26,2021-11-15T13:05:18,3rd Division,3400 Fifth Avenue,Pittsburgh,Pennsylvania,15213,Central Oakland,1,3,6,4,2-14,-79.96194252,40.43915028
368,74,2017-09-26T12:36:26,2021-11-15T06:20:26,5th Division,2912 Sheraden Blvd,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.0541017,40.45373133
369,74,2017-09-26T12:36:26,2021-11-15T13:08:24,2nd Division,6741 Reynolds Street,Pittsburgh,Pennsylvania,15206,Point Breeze,1,3,8,14,2-17,-79.91401317,40.45032346
371,74,2017-09-26T12:36:27,2021-11-15T02:17:19,5th Division,6 Bailey Avenue,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-5,-80.00523214,40.42699126
372,74,2017-09-26T12:36:27,2021-11-15T02:04:19,5th Division,39 Wabash St,Pittsburgh,Pennsylvania,15220,West End,1,5,2,20,1-17,-80.03438,40.44041
373,74,2017-09-26T12:36:27,2021-11-15T02:31:17,5th Division,500 South Main Street,Pittsburgh,Pennsylvania,15220,West End,1,5,2,20,1-17,-80.03487909,40.44083352
374,74,2017-09-26T12:36:27,2021-11-15T02:24:24,5th Division,96 Virginia Ave,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.0071321,40.42931026
375,74,2017-09-26T12:36:27,2021-11-15T02:20:30,5th Division,175 Steuben St,Pittsburgh,Pennsylvania,15220,West End,1,5,2,20,1-17,-80.03532185,40.44169482
379,74,2017-09-28T16:08:25,2021-11-15T02:19:25,5th Division,863 Steuben St,Pittsburgh,Pennsylvania,15220,Elliott,1,5,2,20,1-17,-80.0425106,40.44282313
380,74,2017-09-28T16:08:25,2021-11-15T02:03:24,5th Division,212 Stratmore Ave,Pittsburgh,Pennsylvania,15205,Crafton Heights,1,5,2,28,1-18,-80.05607,40.43977
381,74,2017-09-28T16:08:26,2021-11-15T02:25:36,5th Division,501 Alter St,Carnegie,Pennsylvania,15106,East Carnegie,1,5,2,28,1-19,-80.07477,40.41489
382,74,2017-09-28T16:08:26,2021-11-15T13:26:25,5th Division,234 Shiloh Street,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.007407,40.429736
383,74,2017-09-28T16:08:26,2021-11-15T02:04:23,5th Division,2855 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.05576869,40.45379529
384,74,2017-09-28T16:08:26,2021-11-15T00:19:27,5th Division,909 Phoenix Street,Pittsburgh,Pennsylvania,15220,Elliott,1,5,2,20,1-17,-80.0451,40.43958
385,74,2017-09-29T09:56:31,2021-11-15T02:02:22,5th Division,2966 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.058293,40.454355
386,74,2017-09-28T16:08:26,2021-11-15T02:25:17,5th Division,5 Grandview Avenue,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.00648,40.43141
387,74,2017-09-28T16:08:26,2021-11-15T02:14:18,5th Division,3032 Chartiers Ave,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.05951165,40.45405925
388,74,2017-09-28T16:08:26,2021-11-15T02:48:22,5th Division,131 Shiloh Street,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.00733312,40.43079325
389,74,2017-09-28T16:08:26,2021-11-15T02:20:25,5th Division,1036 Chartiers Ave,Pittsburgh,Pennsylvania,15220,Elliott,1,5,2,20,1-17,-80.04144362,40.444881
390,74,2017-09-28T16:08:26,2021-11-15T13:29:22,5th Division,1550 Beechview Avenue,Pittsburgh,Pennsylvania,15216,Beechview,1,5,4,19,4-28,-80.0248,40.41093
391,74,2017-09-28T16:08:26,2021-11-15T03:21:21,5th Division,649 Hillsboro Street,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.05428799,40.45342374
392,74,2017-09-28T16:08:26,2021-11-15T03:31:18,3rd Division,3636 Boulevard of the Allies,Pittsburgh,Pennsylvania,15213,Central Oakland,1,3,3,4,2-11,-79.95306,40.43443
393,74,2017-09-28T16:08:26,2021-11-15T13:13:24,5th Division,2912 Sheraden Blvd,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.05392121,40.4536867
394,74,2017-09-28T16:08:26,2021-11-15T13:37:26,4th Division,1137 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,1,3,4,29,4-12,-79.99027519,40.40437975
395,74,2017-09-28T16:08:26,2021-11-15T03:06:22,2nd Division,7103 Reynolds Street,Pittsburgh,Pennsylvania,15208,Point Breeze,1,3,9,14,3-14,-79.90518773,40.44718157
396,74,2017-09-28T16:08:26,2021-11-15T13:28:16,5th Division,930 Chartiers Ave,Pittsburgh,Pennsylvania,15220,Elliott,1,5,2,20,1-17,-80.04050224,40.44397495
397,74,2017-09-28T16:08:26,2021-11-15T03:06:17,3rd Division,1835 Centre Ave,Pittsburgh,Pennsylvania,15219,Crawford-Roberts,1,3,6,3,2-1,-79.98144542,40.44290271
398,74,2017-09-28T16:08:26,2021-11-15T09:05:20,2nd Division,416 South Lang Avenue,Pittsburgh,Pennsylvania,15208,Point Breeze,1,3,9,14,3-14,-79.90571184,40.44672435
399,74,2017-09-28T16:08:26,2021-11-15T13:27:24,3rd Division,341 South Bouquet Street,Pittsburgh,Pennsylvania,15213,Central Oakland,1,3,3,4,2-14,-79.95294118,40.44009177
401,74,2017-09-28T16:08:26,2021-11-15T15:20:28,4th Division,518 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Knoxville,1,5,3,30,4-7,-79.98993919,40.41155443
402,74,2017-09-28T16:08:26,2021-11-13T03:13:28,2nd Division,1141 North Highland Avenue,Pittsburgh,Pennsylvania,15206,Highland Park,1,2,7,11,3-9,-79.91847683,40.4751262
403,74,2017-09-28T16:08:26,2021-11-15T03:02:24,5th Division,1000 Chartiers Ave,Pittsburgh,Pennsylvania,15220,Elliott,1,5,2,20,1-17,-80.04067285,40.44410772
404,74,2017-09-28T16:08:26,2021-11-15T13:27:23,2nd Division,201 South Highland Avenue,Pittsburgh,Pennsylvania,15206,Shadyside,1,2,8,7,3-11,-79.92503376,40.45876092
405,74,2017-09-28T16:08:26,2021-11-15T03:22:30,2nd Division,235 South Highland Avenue,Pittsburgh,Pennsylvania,15206,Shadyside,1,2,8,7,3-11,-79.92507852,40.45786967
407,74,2017-09-28T16:08:27,2021-11-15T03:18:52,4th Division,1101 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,1,3,4,29,4-12,-79.99101341,40.40554017
408,74,2018-10-11T09:45:17,2021-11-15T01:32:25,2nd Division,301 South Negley Avenue,Pittsburgh,Pennsylvania,15232,East Liberty,1,2,7,8,3-23,-79.93237973,40.46059245
409,74,2017-09-28T16:08:27,2021-11-15T08:05:23,2nd Division,5865 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,1,2,8,7,3-11,-79.92886626,40.45745936
410,74,2017-09-28T16:08:27,2021-11-15T13:16:24,2nd Division,5842 Ellsworth Avenue,Pittsburgh,Pennsylvania,15232,Shadyside,1,2,8,7,3-11,-79.93005329,40.45660854
413,74,2018-03-05T16:31:05,2021-11-11T13:14:24,1st Division,3900 Perrysville Ave,Pittsburgh,Pennsylvania,15214,Perry North,1,1,1,26,1-15,-80.01834,40.48957
414,74,2018-03-16T15:12:25,2021-11-15T02:19:22,1st Division,525 North Shore Drive,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.01370492,40.4451538
416,74,2018-03-16T15:12:25,2021-11-15T13:12:26,1st Division,3300 Brighton Rd,Pittsburgh,Pennsylvania,15212,Brighton Heights,1,1,1,27,1-14,-80.03164444,40.47660254
417,74,2018-03-16T15:12:25,2021-11-15T13:27:23,1st Division,20 East General Robinson Street,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-20,-80.00309983,40.44843271
418,74,2018-03-16T15:12:25,2021-11-14T13:05:21,1st Division,100 Mazeroski Way,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.00742,40.44753
419,74,2018-03-16T15:12:25,2021-11-15T09:05:33,1st Division,525 North Shore Drive,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.01331898,40.44531271
421,74,2018-03-16T15:12:25,2021-11-15T08:30:24,1st Division,103 Federal St,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.004267,40.44796975
422,74,2018-03-16T15:12:25,2021-10-20T13:23:21,1st Division,1806 Penn Avenue,Pittsburgh,Pennsylvania,15222,Strip District,1,6,7,2,2-3,-79.98486466,40.45057736
423,74,2018-03-16T15:12:26,2021-11-15T02:04:16,1st Division,1700 Penn Avenue,Pittsburgh,Pennsylvania,15222,Strip District,1,6,7,2,2-3,-79.98592926,40.44972331
424,74,2018-03-16T15:12:26,2021-11-12T13:47:24,5th Division,243 Grandview Avenue,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.00950071,40.4332008
425,74,2018-03-16T15:12:26,2021-11-15T08:05:23,1st Division,1802 Penn Avenue,Pittsburgh,Pennsylvania,15222,Strip District,1,6,7,2,2-3,-79.98480944,40.45045601
426,74,2018-03-16T15:12:26,2021-11-12T13:03:23,1st Division,North Shore Drive,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.0164711,40.44528148
427,74,2018-03-16T15:12:26,2021-11-15T09:20:27,1st Division,1907 Penn Avenue,Pittsburgh,Pennsylvania,15222,Strip District,1,6,7,2,2-3,-79.98431123,40.45096256
428,74,2018-03-16T15:12:26,2021-11-15T02:11:26,1st Division,2125 Penn Avenue,Pittsburgh,Pennsylvania,15222,Strip District,1,6,7,2,2-25,-79.98245427,40.45222995
429,74,2018-03-16T15:12:26,2021-11-15T03:11:19,5th Division,3272 Surban Street,Pittsburgh,Pennsylvania,15204,Sheraden,1,5,2,20,1-16,-80.05971,40.45847
431,74,2018-03-16T15:12:26,2021-11-15T13:18:37,5th Division,229 Grandview Avenue,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.00869413,40.43274317
432,74,2018-03-16T15:12:26,2021-11-15T02:25:22,1st Division,950 Ridge Avenue,Pittsburgh,Pennsylvania,15233,Allegheny West,1,1,1,22,1-8,-80.01826252,40.44973777
433,74,2018-03-16T15:12:26,2021-11-15T08:05:23,1st Division,792 West General Robinson Street,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.01149,40.44716
434,74,2018-03-16T15:12:26,2021-11-15T13:20:18,1st Division,525 North Shore Drive,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.01378356,40.44528935
435,74,2018-03-16T15:12:26,2021-11-15T03:15:29,2nd Division,714 Culloden Way,Pittsburgh,Pennsylvania,15232,Shadyside,1,2,8,7,3-22,-79.9335,40.45153
436,74,2018-03-16T15:12:26,2021-11-14T13:15:52,3rd Division,4181 Centre Ave,Pittsburgh,Pennsylvania,15213,Upper Hill,1,3,6,5,2-23,-79.95757376,40.449143
438,74,2018-03-16T15:12:26,2021-11-15T02:22:23,1st Division,2330 Penn Avenue,Pittsburgh,Pennsylvania,15222,Strip District,1,6,7,2,2-25,-79.98072,40.45328
439,74,2018-03-16T15:12:26,2021-11-15T02:06:21,3rd Division,3138 Dobson St,Pittsburgh,Pennsylvania,15219,Polish Hill,1,6,7,6,2-6,-79.96587993,40.45751943
440,74,2018-03-16T15:12:26,2021-11-15T03:08:17,3rd Division,1720 Centre Ave,Pittsburgh,Pennsylvania,15219,Crawford-Roberts,1,3,6,3,2-1,-79.98320737,40.44229447
441,74,2018-03-16T15:12:26,2021-11-15T00:10:28,3rd Division,2603 Shady Avenue,Pittsburgh,Pennsylvania,15217,Squirrel Hill South,1,3,5,14,2-21,-79.92111787,40.42919398
443,74,2018-03-16T15:12:26,2021-11-15T02:16:19,1st Division,1711 Liberty Avenue,Pittsburgh,Pennsylvania,15222,Strip District,1,6,7,2,2-3,-79.98535458,40.44910517
445,74,2018-03-16T15:12:27,2021-11-15T15:05:26,3rd Division,4201 Murray Ave,Pittsburgh,Pennsylvania,15217,Greenfield,1,3,5,15,2-15,-79.92859764,40.42306495
447,74,2018-03-16T15:12:27,2021-11-15T09:20:31,1st Division,North Shore Drive,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-8,-80.01699613,40.44573386
448,74,2018-03-16T15:12:27,2021-11-15T09:20:28,1st Division,574 West General Robinson Street,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.00569036,40.44795309
449,74,2018-03-16T15:12:27,2021-11-15T08:05:23,1st Division,2220 Penn Avenue,Pittsburgh,Pennsylvania,15222,Strip District,1,6,7,2,2-25,-79.98155,40.45267
450,74,2018-03-16T15:12:27,2021-11-15T13:17:22,1st Division,1630 Penn Avenue,Pittsburgh,Pennsylvania,15222,Strip District,1,6,7,2,2-3,-79.98650845,40.44936915
451,74,2018-03-16T15:12:27,2021-11-15T02:15:26,3rd Division,1901 Centre Ave,Pittsburgh,Pennsylvania,15219,Crawford-Roberts,1,3,6,3,2-1,-79.98092742,40.44314095
452,74,2018-03-16T15:12:27,2021-11-15T02:01:22,3rd Division,470 30th Street,Pittsburgh,Pennsylvania,15219,Polish Hill,1,6,7,6,2-6,-79.9694567,40.45590484
453,74,2018-03-16T15:12:27,2021-11-15T02:04:23,1st Division,100 Federal St,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.00417841,40.44763594
454,74,2018-03-16T15:12:27,2021-11-15T08:05:23,1st Division,Chuck Noll Way,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.01193,40.4468
455,74,2018-03-16T15:12:27,2021-11-15T09:21:25,1st Division,Chuck Noll Way,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.01184083,40.44597416
456,74,2018-03-16T15:12:27,2021-11-15T03:43:00,3rd Division,3223 Brereton Street,Pittsburgh,Pennsylvania,15219,Polish Hill,1,6,7,6,2-6,-79.96524994,40.45682277
457,74,2018-03-16T15:12:27,2021-11-15T02:15:19,2nd Division,5120 Stanton Avenue,Pittsburgh,Pennsylvania,15201,Central Lawrenceville,1,2,7,9,3-5,-79.95529608,40.47802333
458,74,2018-03-16T15:12:27,2021-11-15T02:13:23,1st Division,12 Federal St,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.00403454,40.44717858
459,74,2018-03-16T15:12:27,2021-11-15T02:20:17,1st Division,12 Federal St,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.00412642,40.44743856
460,74,2018-03-16T15:12:27,2021-11-15T02:17:28,1st Division,2121 Smallman Street,Pittsburgh,Pennsylvania,15222,Strip District,1,6,7,2,2-25,-79.98328,40.45274
461,74,2018-03-16T15:12:27,2021-11-12T13:16:21,1st Division,644 West General Robinson Street,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.00927503,40.4475269
462,74,2018-03-16T15:12:27,2021-11-15T02:16:19,5th Division,1435 Grandview Avenue,Pittsburgh,Pennsylvania,15211,Duquesne Heights,1,5,2,19,4-1,-80.02138627,40.43933907
463,74,2018-03-16T15:12:27,2021-11-15T03:08:23,3rd Division,1801 Centre Ave,Pittsburgh,Pennsylvania,15219,Crawford-Roberts,1,3,6,3,2-1,-79.98262963,40.44253749
464,74,2018-03-16T15:12:28,2021-11-15T12:05:24,1st Division,355 Allegheny Ave,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-8,-80.01743734,40.44701189
465,74,2018-03-16T15:12:28,2021-11-11T13:20:33,1st Division,1603 Penn Avenue,Pittsburgh,Pennsylvania,15222,Strip District,1,6,7,2,2-3,-79.98746671,40.44893034
466,74,2018-03-16T15:12:28,2021-11-15T02:20:22,1st Division,100 Mazeroski Way,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.0074026,40.44651676
467,74,2018-03-16T15:12:28,2021-11-15T02:10:25,3rd Division,3119 Brereton Street,Pittsburgh,Pennsylvania,15219,Polish Hill,1,6,7,6,2-6,-79.96651197,40.4567706
468,74,2018-03-16T15:12:28,2021-11-15T02:12:23,1st Division,Liberty Avenue,Pittsburgh,Pennsylvania,15222,Strip District,1,6,7,2,2-3,-79.98931755,40.44668426
469,74,2018-03-16T15:12:28,2021-11-15T02:11:23,3rd Division,3001 Brereton Street,Pittsburgh,Pennsylvania,15219,Polish Hill,1,6,7,6,2-6,-79.97039826,40.45658506
470,74,2018-03-16T15:12:28,2021-11-15T16:05:22,1st Division,355 Allegheny Ave,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-8,-80.01755647,40.44747589
471,74,2018-03-16T15:12:28,2021-11-15T03:04:23,5th Division,325 Grandview Avenue,Pittsburgh,Pennsylvania,15211,Mount Washington,1,5,2,19,4-27,-80.01043387,40.43377923
472,74,2018-03-16T15:12:28,2021-11-15T09:20:21,1st Division,355 Allegheny Ave,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-8,-80.0176,40.4477
473,74,2018-03-16T15:12:28,2021-11-15T02:21:24,1st Division,574 West General Robinson Street,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.00663658,40.44778043
474,74,2018-03-16T15:12:28,2021-11-15T02:04:35,1st Division,3103 Penn Avenue,Pittsburgh,Pennsylvania,15201,Strip District,1,6,7,6,3-2,-79.97123601,40.45999566
475,74,2018-03-16T15:12:28,2021-11-15T16:05:25,3rd Division,1115 Herron Avenue,Pittsburgh,Pennsylvania,15219,Polish Hill,1,6,7,6,2-6,-79.96429,40.45841
476,74,2018-03-16T15:12:28,2021-11-15T03:44:30,3rd Division,1901 Centre Ave,Pittsburgh,Pennsylvania,15219,Crawford-Roberts,1,3,6,3,2-1,-79.98110388,40.44318212
477,74,2018-03-16T15:12:28,2021-11-15T03:23:22,1st Division,419 North Shore Drive,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.01193809,40.44572147
478,74,2018-03-16T15:12:28,2021-11-15T02:22:23,3rd Division,265 Devilliers Street,Pittsburgh,Pennsylvania,15219,Bedford Dwellings,1,3,6,5,2-1,-79.98246,40.44653
479,74,2018-03-16T15:12:28,2021-11-15T03:44:27,3rd Division,3279 Bigelow Boulevard,Pittsburgh,Pennsylvania,15219,Polish Hill,1,6,7,6,2-6,-79.96613892,40.45577322
480,74,2018-03-16T15:12:28,2021-10-20T13:13:36,4th Division,2000 Brownsville Rd,Pittsburgh,Pennsylvania,15210,Carrick,1,3,4,29,4-12,-79.98667503,40.39514526
481,74,2018-03-16T15:12:28,2021-11-15T02:15:27,1st Division,247 North Shore Drive,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.00824775,40.44655927
482,74,2018-03-16T15:12:28,2021-11-05T09:05:34,1st Division,355 Allegheny Ave,Pittsburgh,Pennsylvania,15212,Chateau,1,6,6,21,1-8,-80.01794991,40.44823165
483,74,2018-03-16T15:12:28,2021-11-15T02:15:16,1st Division,353 North Shore Drive,Pittsburgh,Pennsylvania,15212,North Shore,1,6,1,22,1-7,-80.01073758,40.44593898
484,74,2018-03-16T15:12:29,2021-11-15T09:21:25,2nd Division,5023 Bayard Street,Pittsburgh,Pennsylvania,15213,Shadyside,1,2,8,7,3-22,-79.94202,40.45214
